Age;Workclass;Education;Marital Status;Occupation;Relationship;Race;Sex;Country;;
67;;11th;Married-civ-spouse;;Husband;White;Male;United-States;;
60;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
32;Private;HS-grad;Divorced;Machine-op-inspct;Not-in-family;White;Female;United-States;;
18;Private;11th;Never-married;Sales;Own-child;White;Female;United-States;;
67;Private;Assoc-voc;Divorced;Other-service;Not-in-family;White;Female;United-States;;
63;Self-emp-not-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male;United-States;;
31;Private;Bachelors;Widowed;Sales;Unmarried;White;Female;Cuba;;
41;Self-emp-not-inc;Bachelors;Divorced;Exec-managerial;Not-in-family;White;Female;United-States;;
32;Self-emp-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
35;Self-emp-inc;Some-college;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
39;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Male;United-States;;
47;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female;United-States;;
45;Private;Bachelors;Divorced;Exec-managerial;Own-child;White;Male;United-States;;
52;Private;HS-grad;Divorced;Transport-moving;Unmarried;White;Male;United-States;;
58;Self-emp-not-inc;10th;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
32;Private;HS-grad;Separated;Other-service;Not-in-family;White;Female;United-States;;
72;;HS-grad;Married-civ-spouse;;Husband;White;Male;United-States;;
67;Private;Assoc-voc;Divorced;Other-service;Not-in-family;White;Female;United-States;;
25;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
38;Private;Some-college;Divorced;Machine-op-inspct;Not-in-family;Black;Female;United-States;;
58;Self-emp-not-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
21;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;White;Male;United-States;;
33;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
43;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female;United-States;;
29;Private;Assoc-voc;Never-married;Tech-support;Own-child;White;Male;United-States;;
55;Private;5th-6th;Divorced;Other-service;Unmarried;Black;Male;United-States;;
24;Local-gov;Some-college;Divorced;Handlers-cleaners;Not-in-family;Black;Male;United-States;;
37;Private;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female;United-States;;
43;Private;Masters;Married-civ-spouse;Prof-specialty;Wife;Asian-Pac-Islander;Female;South;;
35;Private;Some-college;Never-married;Sales;Not-in-family;Amer-Indian-Eskimo;Female;United-States;;
60;;10th;Divorced;;Not-in-family;Amer-Indian-Eskimo;Female;United-States;;
27;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Male;United-States;;
32;Private;HS-grad;Never-married;Machine-op-inspct;Unmarried;White;Male;United-States;;
29;Private;Doctorate;Never-married;Prof-specialty;Own-child;White;Male;United-States;;
32;;7th-8th;Married-spouse-absent;;Not-in-family;White;Male;;;
43;Private;Some-college;Married-civ-spouse;Prof-specialty;Wife;White;Female;United-States;;
28;Private;Some-college;Never-married;Other-service;Not-in-family;White;Female;United-States;;
42;Private;Assoc-acdm;Divorced;Prof-specialty;Unmarried;White;Female;United-States;;
38;Private;Some-college;Divorced;Craft-repair;Not-in-family;White;Male;United-States;;
64;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
32;Federal-gov;HS-grad;Never-married;Other-service;Own-child;Black;Male;United-States;;
26;Private;Some-college;Never-married;Prof-specialty;Not-in-family;White;Female;United-States;;
31;Private;HS-grad;Separated;Other-service;Unmarried;Black;Female;United-States;;
56;Local-gov;Bachelors;Married-civ-spouse;Tech-support;Husband;White;Male;United-States;;
39;Private;Some-college;Divorced;Craft-repair;Not-in-family;White;Male;United-States;;
54;Local-gov;Some-college;Divorced;Exec-managerial;Unmarried;Black;Female;United-States;;
37;Self-emp-not-inc;HS-grad;Divorced;Handlers-cleaners;Own-child;White;Male;United-States;;
49;Local-gov;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male;United-States;;
59;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
33;Self-emp-not-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
60;;10th;Divorced;;Not-in-family;Amer-Indian-Eskimo;Female;United-States;;
27;;Assoc-acdm;Married-civ-spouse;;Own-child;Amer-Indian-Eskimo;Male;United-States;;
49;Local-gov;10th;Separated;Other-service;Unmarried;Black;Female;United-States;;
65;;Some-college;Married-civ-spouse;;Husband;White;Male;United-States;;
24;Local-gov;Some-college;Divorced;Handlers-cleaners;Not-in-family;Black;Male;United-States;;
41;Private;Prof-school;Married-civ-spouse;Prof-specialty;Wife;White;Female;United-States;;
36;Private;Some-college;Never-married;Sales;Not-in-family;Black;Female;United-States;;
26;Private;Some-college;Never-married;Farming-fishing;Not-in-family;White;Female;United-States;;
45;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
41;Self-emp-inc;Some-college;Married-civ-spouse;Farming-fishing;Husband;White;Male;United-States;;
20;Local-gov;Some-college;Never-married;Adm-clerical;Own-child;White;Female;United-States;;
30;Private;HS-grad;Never-married;Craft-repair;Other-relative;White;Male;United-States;;
68;;1st-4th;Divorced;;Not-in-family;White;Female;United-States;;
51;Local-gov;Preschool;Married-civ-spouse;Other-service;Husband;White;Male;United-States;;
70;;9th;Widowed;;Unmarried;White;Female;United-States;;
30;Private;HS-grad;Married-civ-spouse;Exec-managerial;Wife;White;Female;United-States;;
24;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Wife;White;Female;United-States;;
65;Private;9th;Widowed;Priv-house-serv;Unmarried;Black;Female;United-States;;
43;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
46;Private;Doctorate;Divorced;Prof-specialty;Unmarried;White;Female;United-States;;
32;Private;HS-grad;Divorced;Machine-op-inspct;Not-in-family;White;Female;United-States;;
40;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
27;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
46;Self-emp-not-inc;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
49;Private;9th;Married-spouse-absent;Other-service;Not-in-family;Black;Female;Jamaica;;
20;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;United-States;;
56;Private;HS-grad;Married-civ-spouse;Adm-clerical;Husband;White;Male;;;
52;Self-emp-inc;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
63;Self-emp-not-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male;United-States;;
37;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
30;Private;Bachelors;Married-civ-spouse;Tech-support;Wife;White;Female;United-States;;
24;Private;Bachelors;Never-married;Prof-specialty;Own-child;Black;Male;United-States;;
43;Self-emp-not-inc;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
61;Self-emp-inc;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
18;Private;11th;Never-married;Other-service;Own-child;White;Female;United-States;;
22;Private;HS-grad;Married-spouse-absent;Sales;Not-in-family;White;Male;United-States;;
40;Private;Some-college;Divorced;Adm-clerical;Unmarried;White;Female;United-States;;
24;Private;Bachelors;Never-married;Prof-specialty;Own-child;Black;Male;United-States;;
24;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;United-States;;
45;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
47;Self-emp-not-inc;HS-grad;Married-civ-spouse;Other-service;Wife;White;Female;Italy;;
30;Private;Bachelors;Never-married;Prof-specialty;Own-child;White;Female;Poland;;
23;Private;HS-grad;Never-married;Handlers-cleaners;Unmarried;Black;Female;United-States;;
32;State-gov;Bachelors;Married-civ-spouse;Exec-managerial;Wife;White;Female;United-States;;
37;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;United-States;;
37;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;Black;Male;United-States;;
21;Private;Some-college;Never-married;Machine-op-inspct;Own-child;White;Male;United-States;;
60;Private;7th-8th;Divorced;Other-service;Not-in-family;White;Female;United-States;;
44;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male;United-States;;
61;Private;Masters;Widowed;Prof-specialty;Not-in-family;White;Female;United-States;;
41;Private;Assoc-voc;Never-married;Prof-specialty;Not-in-family;White;Female;United-States;;
56;Self-emp-not-inc;Some-college;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
49;Local-gov;10th;Separated;Other-service;Unmarried;Black;Female;United-States;;
37;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;Portugal;;
39;Private;HS-grad;Divorced;Other-service;Unmarried;White;Female;United-States;;
46;State-gov;Masters;Widowed;Protective-serv;Unmarried;White;Male;United-States;;
19;Private;Some-college;Never-married;Other-service;Own-child;Black;Male;United-States;;
52;Private;Masters;Divorced;Prof-specialty;Not-in-family;White;Female;United-States;;
30;Private;HS-grad;Married-civ-spouse;Exec-managerial;Wife;White;Female;United-States;;
62;Local-gov;Bachelors;Widowed;Prof-specialty;Not-in-family;White;Female;United-States;;
31;Self-emp-not-inc;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
21;Private;Some-college;Never-married;Sales;Own-child;White;Male;United-States;;
33;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;United-States;;
28;Private;Some-college;Divorced;Machine-op-inspct;Unmarried;Black;Female;United-States;;
36;Local-gov;Some-college;Married-civ-spouse;Transport-moving;Wife;White;Female;United-States;;
49;Local-gov;10th;Separated;Other-service;Unmarried;Black;Female;United-States;;
59;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;United-States;;
40;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Female;United-States;;
34;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;Taiwan;;
35;Private;Assoc-acdm;Married-civ-spouse;Adm-clerical;Husband;White;Male;United-States;;
28;Private;Some-college;Never-married;Other-service;Not-in-family;White;Female;United-States;;
21;Private;Some-college;Never-married;Sales;Own-child;White;Male;United-States;;
52;;HS-grad;Divorced;;Not-in-family;White;Male;United-States;;
61;Private;Masters;Widowed;Prof-specialty;Not-in-family;White;Female;United-States;;
29;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male;United-States;;
42;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Wife;White;Female;United-States;;
24;Federal-gov;HS-grad;Never-married;Armed-Forces;Own-child;White;Male;United-States;;
22;Private;Some-college;Never-married;Handlers-cleaners;Own-child;White;Male;United-States;;
27;Private;Some-college;Never-married;Prof-specialty;Not-in-family;White;Male;United-States;;
47;Private;Prof-school;Married-civ-spouse;Prof-specialty;Wife;White;Female;Honduras;;
56;Self-emp-not-inc;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;Canada;;
20;Private;Some-college;Never-married;Machine-op-inspct;Own-child;White;Male;United-States;;
33;Local-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;United-States;;
56;Self-emp-not-inc;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;Canada;;
44;Private;Some-college;Married-civ-spouse;Tech-support;Husband;White;Male;United-States;;
26;Local-gov;Bachelors;Never-married;Prof-specialty;Own-child;White;Male;United-States;;
53;;Bachelors;Divorced;;Not-in-family;White;Female;United-States;;
37;Private;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female;United-States;;
44;Self-emp-not-inc;Some-college;Divorced;Farming-fishing;Unmarried;White;Male;United-States;;
25;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
48;Self-emp-not-inc;Assoc-acdm;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
23;;HS-grad;Never-married;;Unmarried;Black;Female;United-States;;
47;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female;United-States;;
52;Private;Some-college;Married-civ-spouse;Adm-clerical;Husband;White;Male;United-States;;
24;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;United-States;;
51;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
35;;HS-grad;Married-civ-spouse;;Husband;White;Male;United-States;;
45;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
55;Private;5th-6th;Divorced;Other-service;Unmarried;Black;Male;United-States;;
50;Private;7th-8th;Divorced;Craft-repair;Not-in-family;White;Male;United-States;;
44;Private;Bachelors;Divorced;Exec-managerial;Own-child;White;Female;United-States;;
38;Private;HS-grad;Divorced;Sales;Not-in-family;White;Male;United-States;;
36;Self-emp-not-inc;HS-grad;Separated;Other-service;Unmarried;White;Female;United-States;;
45;Private;HS-grad;Divorced;Adm-clerical;Not-in-family;White;Female;United-States;;
55;Private;HS-grad;Never-married;Sales;Not-in-family;White;Male;United-States;;
79;Private;Some-college;Married-civ-spouse;Prof-specialty;Other-relative;White;Male;United-States;;
18;;12th;Never-married;;Own-child;White;Male;United-States;;
25;Private;10th;Never-married;Craft-repair;Not-in-family;White;Male;United-States;;
55;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;United-States;;
48;Private;Bachelors;Married-civ-spouse;Adm-clerical;Husband;White;Male;United-States;;
35;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Wife;Black;Female;United-States;;
35;Private;HS-grad;Never-married;Exec-managerial;Not-in-family;White;Male;United-States;;
33;Local-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;United-States;;
41;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
42;Self-emp-not-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;Asian-Pac-Islander;Male;Cambodia;;
43;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;England;;
55;Private;5th-6th;Divorced;Other-service;Unmarried;Black;Male;United-States;;
42;Local-gov;Some-college;Married-civ-spouse;Adm-clerical;Wife;White;Female;United-States;;
40;Federal-gov;Masters;Never-married;Exec-managerial;Not-in-family;White;Female;United-States;;
25;Private;Some-college;Married-spouse-absent;Adm-clerical;Own-child;Black;Female;United-States;;
37;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
37;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
31;Private;Masters;Married-civ-spouse;Prof-specialty;Wife;White;Female;United-States;;
23;Private;Some-college;Never-married;Machine-op-inspct;Not-in-family;White;Male;United-States;;
35;Self-emp-not-inc;Assoc-acdm;Never-married;Farming-fishing;Not-in-family;White;Male;United-States;;
24;Private;HS-grad;Never-married;Craft-repair;Own-child;White;Male;United-States;;
19;Private;HS-grad;Married-AF-spouse;Adm-clerical;Wife;White;Female;United-States;;
25;Private;HS-grad;Never-married;Other-service;Unmarried;White;Female;United-States;;
35;Private;12th;Divorced;Craft-repair;Not-in-family;White;Male;United-States;;
32;Private;HS-grad;Divorced;Machine-op-inspct;Not-in-family;White;Female;United-States;;
55;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
17;Private;11th;Never-married;Handlers-cleaners;Own-child;White;Male;United-States;;
35;Private;12th;Divorced;Craft-repair;Not-in-family;White;Male;United-States;;
49;Private;Assoc-voc;Married-spouse-absent;Handlers-cleaners;Unmarried;White;Male;United-States;;
34;Private;7th-8th;Married-civ-spouse;Transport-moving;Husband;Amer-Indian-Eskimo;Male;Mexico;;
41;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
40;Private;7th-8th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;Mexico;;
46;Private;Doctorate;Divorced;Prof-specialty;Unmarried;White;Female;United-States;;
37;Private;Masters;Married-civ-spouse;Exec-managerial;Wife;White;Female;United-States;;
19;Private;Some-college;Never-married;Other-service;Other-relative;White;Female;United-States;;
76;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
55;Private;5th-6th;Divorced;Other-service;Unmarried;Black;Male;United-States;;
48;Private;11th;Never-married;Machine-op-inspct;Unmarried;White;Male;Puerto-Rico;;
18;Private;11th;Never-married;Handlers-cleaners;Own-child;White;Male;United-States;;
44;Private;HS-grad;Widowed;Exec-managerial;Unmarried;Black;Female;United-States;;
22;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;Germany;;
41;Self-emp-inc;Some-college;Married-civ-spouse;Farming-fishing;Husband;White;Male;United-States;;
24;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Female;United-States;;
27;Private;HS-grad;Never-married;Sales;Own-child;White;Male;United-States;;
44;Self-emp-not-inc;HS-grad;Married-civ-spouse;Sales;Wife;White;Female;United-States;;
29;Private;Assoc-voc;Separated;Craft-repair;Not-in-family;White;Male;United-States;;
42;Private;Bachelors;Married-civ-spouse;Adm-clerical;Wife;Black;Female;United-States;;
21;Private;10th;Never-married;Handlers-cleaners;Not-in-family;White;Male;United-States;;
58;Local-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;United-States;;
23;Private;5th-6th;Never-married;Other-service;Own-child;White;Male;El-Salvador;;
18;Private;HS-grad;Never-married;Other-service;Own-child;White;Male;United-States;;
54;Local-gov;Some-college;Divorced;Exec-managerial;Unmarried;Black;Female;United-States;;
55;Self-emp-not-inc;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;United-States;;
42;Private;Some-college;Divorced;Adm-clerical;Not-in-family;Black;Female;United-States;;
67;Private;Bachelors;Widowed;Exec-managerial;Not-in-family;White;Male;United-States;;
46;Private;Some-college;Divorced;Sales;Not-in-family;White;Female;United-States;;
43;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
35;Private;HS-grad;Married-civ-spouse;Other-service;Wife;White;Female;United-States;;
44;Private;HS-grad;Married-civ-spouse;Sales;Wife;White;Female;United-States;;
17;Private;10th;Never-married;Other-service;Own-child;White;Female;United-States;;
57;;Assoc-voc;Widowed;;Unmarried;White;Female;United-States;;
43;Private;Some-college;Never-married;Adm-clerical;Not-in-family;White;Male;United-States;;
38;Self-emp-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
38;Self-emp-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
25;Private;Some-college;Never-married;Tech-support;Own-child;White;Female;United-States;;
74;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female;United-States;;
26;Federal-gov;Some-college;Never-married;Adm-clerical;Unmarried;White;Female;United-States;;
25;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;Black;Male;United-States;;
29;Private;11th;Never-married;Exec-managerial;Not-in-family;White;Female;United-States;;
46;Private;HS-grad;Married-civ-spouse;Other-service;Wife;White;Female;United-States;;
34;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
34;Private;HS-grad;Divorced;Exec-managerial;Not-in-family;White;Female;United-States;;
47;Local-gov;HS-grad;Separated;Adm-clerical;Unmarried;Black;Female;United-States;;
37;Private;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female;United-States;;
48;Federal-gov;Some-college;Divorced;Exec-managerial;Not-in-family;White;Male;United-States;;
27;Private;HS-grad;Never-married;Transport-moving;Not-in-family;White;Male;United-States;;
36;Self-emp-not-inc;Bachelors;Divorced;Prof-specialty;Not-in-family;Black;Female;United-States;;
41;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;Iran;;
49;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Female;United-States;;
23;Private;HS-grad;Never-married;Sales;Own-child;Black;Male;United-States;;
21;Private;Some-college;Never-married;Machine-op-inspct;Own-child;White;Male;United-States;;
51;Private;HS-grad;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
31;Private;9th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;United-States;;
41;Local-gov;Bachelors;Married-civ-spouse;Craft-repair;Husband;Black;Male;United-States;;
23;Private;HS-grad;Never-married;Transport-moving;Unmarried;White;Male;United-States;;
59;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male;United-States;;
22;;Some-college;Never-married;;Own-child;White;Male;United-States;;
63;;Some-college;Married-civ-spouse;;Husband;White;Male;United-States;;
28;Private;Assoc-voc;Never-married;Machine-op-inspct;Not-in-family;White;Female;United-States;;
18;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Female;United-States;;
20;Private;Some-college;Never-married;Handlers-cleaners;Own-child;White;Male;United-States;;
59;Local-gov;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female;United-States;;
51;Local-gov;Preschool;Married-civ-spouse;Other-service;Husband;White;Male;United-States;;
47;Private;Prof-school;Married-civ-spouse;Prof-specialty;Wife;White;Female;Honduras;;
28;Private;HS-grad;Married-civ-spouse;Tech-support;Husband;White;Male;United-States;;
37;Private;5th-6th;Separated;Farming-fishing;Not-in-family;White;Male;Guatemala;;
24;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;United-States;;
72;Private;11th;Widowed;Adm-clerical;Unmarried;White;Female;United-States;;
36;Private;Some-college;Divorced;Adm-clerical;Unmarried;White;Female;United-States;;
33;Private;Some-college;Divorced;Exec-managerial;Unmarried;White;Female;United-States;;
27;Private;Some-college;Never-married;Prof-specialty;Not-in-family;White;Male;United-States;;
23;Private;HS-grad;Never-married;Handlers-cleaners;Unmarried;Black;Female;United-States;;
44;Private;Some-college;Married-civ-spouse;Adm-clerical;Wife;White;Female;United-States;;
25;;Some-college;Never-married;;Own-child;White;Male;United-States;;
57;Self-emp-inc;Bachelors;Divorced;Prof-specialty;Not-in-family;White;Male;United-States;;
43;Self-emp-not-inc;Bachelors;Never-married;Sales;Not-in-family;White;Male;United-States;;
39;Local-gov;12th;Married-civ-spouse;Tech-support;Husband;White;Male;United-States;;
25;Private;Assoc-voc;Never-married;Other-service;Own-child;White;Female;United-States;;
33;Self-emp-inc;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;;;
42;Self-emp-not-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
27;Local-gov;Masters;Never-married;Prof-specialty;Own-child;White;Male;United-States;;
50;Self-emp-not-inc;Masters;Married-civ-spouse;Farming-fishing;Husband;White;Male;United-States;;
30;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;United-States;;
38;Local-gov;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
42;Local-gov;9th;Married-civ-spouse;Other-service;Husband;White;Male;United-States;;
37;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;United-States;;
35;Private;Masters;Never-married;Sales;Not-in-family;White;Male;United-States;;
21;Private;Some-college;Never-married;Sales;Own-child;White;Male;United-States;;
29;Private;HS-grad;Separated;Machine-op-inspct;Not-in-family;White;Male;United-States;;
25;Private;Some-college;Never-married;Tech-support;Own-child;White;Female;United-States;;
34;Private;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
20;Private;HS-grad;Never-married;Other-service;Own-child;White;Female;United-States;;
60;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;United-States;;
39;Local-gov;12th;Married-civ-spouse;Tech-support;Husband;White;Male;United-States;;
24;Private;Some-college;Married-civ-spouse;Adm-clerical;Wife;Asian-Pac-Islander;Female;Laos;;
40;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Female;United-States;;
33;Federal-gov;Assoc-voc;Divorced;Craft-repair;Unmarried;Black;Female;United-States;;
68;Self-emp-not-inc;11th;Never-married;Farming-fishing;Unmarried;White;Male;United-States;;
23;Private;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female;Mexico;;
18;Private;HS-grad;Never-married;Other-service;Own-child;White;Female;;;
54;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
29;Private;11th;Never-married;Craft-repair;Own-child;Black;Male;Haiti;;
30;Private;HS-grad;Married-civ-spouse;Exec-managerial;Wife;White;Female;United-States;;
44;Private;11th;Divorced;Machine-op-inspct;Unmarried;Other;Female;Puerto-Rico;;
28;State-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
29;Self-emp-not-inc;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
65;Private;9th;Widowed;Priv-house-serv;Unmarried;Black;Female;United-States;;
40;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
36;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
27;Local-gov;Masters;Never-married;Prof-specialty;Own-child;White;Male;United-States;;
54;Self-emp-not-inc;HS-grad;Married-civ-spouse;Sales;Husband;Black;Male;United-States;;
48;Self-emp-not-inc;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male;United-States;;
37;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;Portugal;;
34;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
52;Self-emp-inc;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
67;;11th;Married-civ-spouse;;Husband;White;Male;United-States;;
41;Private;Bachelors;Divorced;Prof-specialty;Not-in-family;White;Female;United-States;;
24;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Wife;White;Female;United-States;;
20;Private;Some-college;Never-married;Machine-op-inspct;Own-child;White;Male;United-States;;
31;Private;HS-grad;Divorced;Prof-specialty;Not-in-family;White;Female;United-States;;
81;Self-emp-not-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
27;Private;Some-college;Never-married;Sales;Own-child;White;Female;United-States;;
17;Private;9th;Never-married;Other-service;Own-child;White;Male;United-States;;
38;Self-emp-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
52;;HS-grad;Divorced;;Not-in-family;White;Male;United-States;;
64;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
28;Private;Some-college;Never-married;Craft-repair;Unmarried;White;Male;United-States;;
23;Private;Bachelors;Never-married;Sales;Own-child;White;Female;United-States;;
31;Private;Bachelors;Separated;Sales;Own-child;Black;Female;United-States;;
37;State-gov;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female;United-States;;
39;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;United-States;;
57;;Assoc-voc;Widowed;;Unmarried;White;Female;United-States;;
23;Private;HS-grad;Never-married;Transport-moving;Own-child;White;Male;United-States;;
30;Private;HS-grad;Never-married;Farming-fishing;Own-child;Black;Male;United-States;;
24;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Wife;White;Female;United-States;;
32;Private;Assoc-voc;Never-married;Craft-repair;Not-in-family;White;Male;United-States;;
33;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
45;Private;Masters;Divorced;Prof-specialty;Not-in-family;White;Male;United-States;;
33;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female;United-States;;
22;Private;HS-grad;Never-married;Craft-repair;Not-in-family;White;Male;United-States;;
40;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;United-States;;
45;Local-gov;Bachelors;Divorced;Prof-specialty;Unmarried;White;Female;United-States;;
56;Self-emp-not-inc;Some-college;Married-civ-spouse;Sales;Husband;White;Male;United-States;;
